"date","source","date_start","date_end","region","sub_region_1","cases","deaths","new_hospitalizations","new_icu","positivity_rate"
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-09-18","2022-09-24","SK","Far North West",,,,,
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-09-18","2022-09-24","SK","Far North Central",,,,,
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-09-18","2022-09-24","SK","Far North East",,,,,
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-09-18","2022-09-24","SK","North West",,,,,
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-09-18","2022-09-24","SK","North Central",,,,,
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-09-18","2022-09-24","SK","North East",,,,,
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-09-18","2022-09-24","SK","Saskatoon",,,,,
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-09-18","2022-09-24","SK","Central West",,,,,
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-09-18","2022-09-24","SK","Central East",,,,,
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-09-18","2022-09-24","SK","Regina",,,,,
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-09-18","2022-09-24","SK","South West",,,,,
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-09-18","2022-09-24","SK","South Central",,,,,
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-09-18","2022-09-24","SK","South East",,,,,
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-09-18","2022-09-24","SK","Unknown",469,7,,,8.8
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-09-25","2022-10-01","SK",,556,11,174,9,11
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-09-25","2022-10-01","SK","Far North West",,,,,
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-09-25","2022-10-01","SK","Far North Central",,,,,
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-09-25","2022-10-01","SK","Far North East",,,,,
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-09-25","2022-10-01","SK","North West",,,,,
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-09-25","2022-10-01","SK","North Central",,,,,
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-09-25","2022-10-01","SK","North East",,,,,
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-09-25","2022-10-01","SK","Saskatoon",,,,,
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-09-25","2022-10-01","SK","Central West",,,,,
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-09-25","2022-10-01","SK","Central East",,,,,
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-09-25","2022-10-01","SK","Regina",,,,,
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-09-25","2022-10-01","SK","South West",,,,,
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-09-25","2022-10-01","SK","South Central",,,,,
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-09-25","2022-10-01","SK","South East",,,,,
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-09-25","2022-10-01","SK","Unknown",556,11,,,11
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-10-02","2022-10-08","SK",,474,5,162,9,9.3
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-10-02","2022-10-08","SK","Far North West",,,,,10.3
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-10-02","2022-10-08","SK","Far North Central",,,,,0
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-10-02","2022-10-08","SK","Far North East",,,,,11.1
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-10-02","2022-10-08","SK","North West",,,,,11.8
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-10-02","2022-10-08","SK","North Central",,,,,6.3
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-10-02","2022-10-08","SK","North East",,,,,5.2
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-10-02","2022-10-08","SK","Saskatoon",,,,,9.4
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-10-02","2022-10-08","SK","Central West",,,,,12
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-10-02","2022-10-08","SK","Central East",,,,,9.4
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-10-02","2022-10-08","SK","Regina",,,,,9.2
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-10-02","2022-10-08","SK","South West",,,,,7.1
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-10-02","2022-10-08","SK","South Central",,,,,11.3
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-10-02","2022-10-08","SK","South East",,,,,13.5
"2022-10-13","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137344/CRISP%252BREPORT%252B2022%252B10%252B13.pdf","2022-10-02","2022-10-08","SK","Unknown",474,5,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-09-25","2022-10-01","SK",,556,15,187,10,11
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-09-25","2022-10-01","SK","Far North West",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-09-25","2022-10-01","SK","Far North Central",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-09-25","2022-10-01","SK","Far North East",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-09-25","2022-10-01","SK","North West",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-09-25","2022-10-01","SK","North Central",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-09-25","2022-10-01","SK","North East",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-09-25","2022-10-01","SK","Saskatoon",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-09-25","2022-10-01","SK","Central West",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-09-25","2022-10-01","SK","Central East",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-09-25","2022-10-01","SK","Regina",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-09-25","2022-10-01","SK","South West",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-09-25","2022-10-01","SK","South Central",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-09-25","2022-10-01","SK","South East",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-09-25","2022-10-01","SK","Unknown",556,15,,,11
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-02","2022-10-08","SK",,474,13,197,11,9.3
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-02","2022-10-08","SK","Far North West",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-02","2022-10-08","SK","Far North Central",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-02","2022-10-08","SK","Far North East",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-02","2022-10-08","SK","North West",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-02","2022-10-08","SK","North Central",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-02","2022-10-08","SK","North East",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-02","2022-10-08","SK","Saskatoon",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-02","2022-10-08","SK","Central West",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-02","2022-10-08","SK","Central East",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-02","2022-10-08","SK","Regina",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-02","2022-10-08","SK","South West",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-02","2022-10-08","SK","South Central",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-02","2022-10-08","SK","South East",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-02","2022-10-08","SK","Unknown",474,13,,,9.3
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-09","2022-10-15","SK",,488,11,165,14,9.8
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-09","2022-10-15","SK","Far North West",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-09","2022-10-15","SK","Far North Central",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-09","2022-10-15","SK","Far North East",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-09","2022-10-15","SK","North West",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-09","2022-10-15","SK","North Central",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-09","2022-10-15","SK","North East",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-09","2022-10-15","SK","Saskatoon",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-09","2022-10-15","SK","Central West",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-09","2022-10-15","SK","Central East",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-09","2022-10-15","SK","Regina",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-09","2022-10-15","SK","South West",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-09","2022-10-15","SK","South Central",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-09","2022-10-15","SK","South East",,,,,
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-09","2022-10-15","SK","Unknown",488,11,,,9.8
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-16","2022-10-22","SK",,666,15,187,8,11.6
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-16","2022-10-22","SK","Far North West",,,,,10.7
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-16","2022-10-22","SK","Far North Central",,,,,0
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-16","2022-10-22","SK","Far North East",,,,,5.7
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-16","2022-10-22","SK","North West",,,,,15.4
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-16","2022-10-22","SK","North Central",,,,,10.3
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-16","2022-10-22","SK","North East",,,,,18
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-16","2022-10-22","SK","Saskatoon",,,,,13.9
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-16","2022-10-22","SK","Central West",,,,,18.9
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-16","2022-10-22","SK","Central East",,,,,15.5
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-16","2022-10-22","SK","Regina",,,,,9.9
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-16","2022-10-22","SK","South West",,,,,13.9
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-16","2022-10-22","SK","South Central",,,,,13.2
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-16","2022-10-22","SK","South East",,,,,22.4
"2022-10-27","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137597/CRISP%252BREPORT%252B2022%252B10%252B27.pdf","2022-10-16","2022-10-22","SK","Unknown",666,15,,,
"2022-11-10","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137986/CRISP%252BREPORT%252B2022%252B11%252B10.pdf","2022-10-09","2022-10-15","SK",,488,13,180,17,9.8
"2022-11-10","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137986/CRISP%252BREPORT%252B2022%252B11%252B10.pdf","2022-10-09","2022-10-15","SK","Far North West",,,,,
"2022-11-10","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137986/CRISP%252BREPORT%252B2022%252B11%252B10.pdf","2022-10-09","2022-10-15","SK","Far North Central",,,,,
"2022-11-10","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137986/CRISP%252BREPORT%252B2022%252B11%252B10.pdf","2022-10-09","2022-10-15","SK","Far North East",,,,,
"2022-11-10","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137986/CRISP%252BREPORT%252B2022%252B11%252B10.pdf","2022-10-09","2022-10-15","SK","North West",,,,,
"2022-11-10","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137986/CRISP%252BREPORT%252B2022%252B11%252B10.pdf","2022-10-09","2022-10-15","SK","North Central",,,,,
"2022-11-10","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137986/CRISP%252BREPORT%252B2022%252B11%252B10.pdf","2022-10-09","2022-10-15","SK","North East",,,,,
"2022-11-10","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137986/CRISP%252BREPORT%252B2022%252B11%252B10.pdf","2022-10-09","2022-10-15","SK","Saskatoon",,,,,
"2022-11-10","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137986/CRISP%252BREPORT%252B2022%252B11%252B10.pdf","2022-10-09","2022-10-15","SK","Central West",,,,,
"2022-11-10","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137986/CRISP%252BREPORT%252B2022%252B11%252B10.pdf","2022-10-09","2022-10-15","SK","Central East",,,,,
"2022-11-10","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137986/CRISP%252BREPORT%252B2022%252B11%252B10.pdf","2022-10-09","2022-10-15","SK","Regina",,,,,
"2022-11-10","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137986/CRISP%252BREPORT%252B2022%252B11%252B10.pdf","2022-10-09","2022-10-15","SK","South West",,,,,
"2022-11-10","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137986/CRISP%252BREPORT%252B2022%252B11%252B10.pdf","2022-10-09","2022-10-15","SK","South Central",,,,,
"2022-11-10","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137986/CRISP%252BREPORT%252B2022%252B11%252B10.pdf","2022-10-09","2022-10-15","SK","South East",,,,,
"2022-11-10","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137986/CRISP%252BREPORT%252B2022%252B11%252B10.pdf","2022-10-09","2022-10-15","SK","Unknown",488,13,,,9.8
"2022-11-10","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137986/CRISP%252BREPORT%252B2022%252B11%252B10.pdf","2022-10-16","2022-10-22","SK",,666,24,211,10,11.6
"2022-11-10","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137986/CRISP%252BREPORT%252B2022%252B11%252B10.pdf","2022-10-16","2022-10-22","SK","Far North West",,,,,
"2022-11-10","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137986/CRISP%252BREPORT%252B2022%252B11%252B10.pdf","2022-10-16","2022-10-22","SK","Far North Central",,,,,
"2022-11-10","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137986/CRISP%252BREPORT%252B2022%252B11%252B10.pdf","2022-10-16","2022-10-22","SK","Far North East",,,,,
"2022-11-10","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137986/CRISP%252BREPORT%252B2022%252B11%252B10.pdf","2022-10-16","2022-10-22","SK","North West",,,,,
"2022-11-10","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137986/CRISP%252BREPORT%252B2022%252B11%252B10.pdf","2022-10-16","2022-10-22","SK","North Central",,,,,
"2022-11-10","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137986/CRISP%252BREPORT%252B2022%252B11%252B10.pdf","2022-10-16","2022-10-22","SK","North East",,,,,
"2022-11-10","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137986/CRISP%252BREPORT%252B2022%252B11%252B10.pdf","2022-10-16","2022-10-22","SK","Saskatoon",,,,,
"2022-11-10","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137986/CRISP%252BREPORT%252B2022%252B11%252B10.pdf","2022-10-16","2022-10-22","SK","Central West",,,,,
"2022-11-10","https://pubsaskdev.blob.core.windows.net/pubsask-prod/137986/CRISP%252BREPORT%252B2022%252B11%252B10.pdf","2022-10-16","2022-10-22","SK","Central East",,,,,
